Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,16.07626
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.07647
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,16.07904
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.08591
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.09798
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.1011
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.10433
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,16.10683
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.11056
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.12382
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,16.14527
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.14765
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.15074
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.15251
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.15554
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,16.15601
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.15903
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,16.1605
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.16631
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.16734
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.1716
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,16.17665
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,16.18134
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,16.18323
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,16.18779
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,16.19301
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,16.19776
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,16.1994
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.21017
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.21536
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.2161
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.21663
Jessica Tran,2021,April,1,Papeete market,Serranidae,Cephalopholis,urodeta,16.2217
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,urodeta,16.22357
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.2253
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.23309
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,16.24653
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,16.24904
Jessica Tran,2021,April,2,Papeete market,Labridae,Epibulus,insidiator,16.25147
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,16.25578
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,16.26129
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,urodeta,16.26599
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.26666
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.27655
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.28953
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,16.29141
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,16.29333
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,16.29919
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.30367
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.30695
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,16.31378
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,16.31643
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,16.32465
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,16.3266
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.33209
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.33904
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.34589
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.34684
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,16.35135
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.35818
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.36388
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.36507
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.37379
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.38544
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.40129
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,urodeta,16.40552
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.40632
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.41275
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,16.4171
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.41792
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.4197
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,16.42184
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.42213
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.42855
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,16.42871
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,16.442
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,16.44698
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,16.45493
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.45661
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.46249
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,16.46533
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,16.47307
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.47847
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.48395
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.48699
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,16.48845
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.49676
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.49915
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,16.5039
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.50586
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,16.50835
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.50911
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.52522
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.52769
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.52793
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.52841
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,16.52956
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,16.53252
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,16.56084
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.56716
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.56726
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.56985
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.57266
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.5731
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,16.57883
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.5801
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,16.58257
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.58854
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.58922
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,16.5904
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,16.59336
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,16.594
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,16.5981
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,16.59946
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.60817
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.62348
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.62389
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.62457
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.63398
Jessica Tran,2021,April,1,Papeete market,Lutjanidae,lutjanus,fulvus,16.63665
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.64988
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,16.65043
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,16.66409
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,16.68002
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.69362
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.69579
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,16.69736
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.7
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.70837
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,16.70954
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.71543
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.71886
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.72086
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,16.72787
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,hexagonatus,16.74224
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.74479
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,16.74546
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.75235
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.75462
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.77451
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.77795
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,16.77886
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,16.78053
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.78428
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,16.78741
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,16.78811
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.78827
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.79222
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.79246
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,16.80648
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.80702
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.81108
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.81549
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.81648
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,16.81664
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.82204
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,16.83055
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.84193
Jessica Tran,2021,April,1,Papeete market,Serranidae,Cephalopholis,urodeta,16.84212
Jessica Tran,2021,April,1,Papeete market,Mullidae ,Parupeneus ,ciliatus,16.84633
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.85074
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,16.85117
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,16.85313
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,16.86675
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.87404
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,violacea,16.88883
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.89788
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.90125
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.90187
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.90543
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.90568
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.90895
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.91051
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,tiere,16.91773
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,16.92117
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,16.92501
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,16.92723
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,16.93078
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,16.93164
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,16.93291
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,16.93752
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.94595
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.9473
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,16.9513
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,16.95532
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.9596
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,16.96192
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,16.96784
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.97043
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.97187
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.97194
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,16.97217
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,16.9725
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.98167
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.98289
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.98305
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.98436
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,16.99072
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,16.99098
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.99499
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.99588
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.99858
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.99908
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,16.99939
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,17.00735
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,17.01035
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,17.0159
Jessica Tran,2021,April,3,Papeete market,Lutjanidae,lutjanus,fulvus,17.02312
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,17.02325
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,17.02555
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,17.02719
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,17.04968
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,17.05062
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,violaceum,17.05603
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.05724
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,17.06865
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,17.07384
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,17.08449
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,17.08568
Jessica Tran,2021,April,1,Papeete market,Mullidae ,Parupeneus ,multifasciatus,17.0857
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,17.09932
Jessica Tran,2021,April,3,Papeete market,Lutjanidae,lutjanus,gibbus,17.10871
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,17.11206
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,17.11536
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,17.12037
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,17.12922
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,17.15505
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,17.1573
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,17.16114
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,17.16901
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,17.17659
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,17.17826
